<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.05.05	15:14:00	24348.20	24367.20	24348.20	24365.20	139	0	50
2026.05.05	15:15:00	24365.70	24389.70	24364.70	24377.20	172	0	50
2026.05.05	15:16:00	24377.70	24385.20	24365.70	24365.70	130	0	50
2026.05.05	15:17:00	24367.20	24369.70	24363.70	24363.70	123	0	50
2026.05.05	15:18:00	24363.20	24370.20	24359.20	24369.20	116	0	50
2026.05.05	15:19:00	24368.70	24378.20	24359.70	24360.70	122	0	50
2026.05.05	15:20:00	24360.20	24366.20	24354.70	24360.70	167	0	50
2026.05.05	15:21:00	24361.20	24387.20	24359.70	24379.70	169	0	50
2026.05.05	15:22:00	24379.20	24385.20	24368.70	24370.70	118	0	50
2026.05.05	15:23:00	24370.20	24382.20	24369.70	24372.70	124	0	50
2026.05.05	15:24:00	24372.20	24382.70	24371.20	24373.20	151	0	50
2026.05.05	15:25:00	24373.70	24376.70	24370.20	24373.70	131	0	50
2026.05.05	15:26:00	24375.20	24383.70	24374.70	24381.20	131	0	50
2026.05.05	15:27:00	24380.70	24381.20	24375.20	24376.20	104	0	50
2026.05.05	15:28:00	24376.70	24384.70	24376.20	24383.70	105	0	50
2026.05.05	15:29:00	24384.20	24386.20	24377.70	24381.20	116	0	50
2026.05.05	15:30:00	24383.20	24387.70	24375.70	24376.20	138	0	50
2026.05.05	15:31:00	24377.20	24392.70	24377.20	24387.20	124	0	50
2026.05.05	15:32:00	24387.70	24389.70	24367.20	24367.20	120	0	50
2026.05.05	15:33:00	24366.70	24367.20	24361.20	24363.20	132	0	50
2026.05.05	15:34:00	24363.70	24369.70	24361.70	24362.70	128	0	50
2026.05.05	15:35:00	24361.20	24361.20	24345.70	24347.70	111	0	50
2026.05.05	15:36:00	24347.20	24347.20	24330.20	24330.70	119	0	50
2026.05.05	15:37:00	24329.70	24334.70	24326.70	24328.20	101	0	50
2026.05.05	15:38:00	24326.20	24330.70	24324.20	24325.70	119	0	50
2026.05.05	15:39:00	24325.20	24332.70	24325.20	24327.20	109	0	50
2026.05.05	15:40:00	24327.70	24328.20	24319.70	24323.20	115	0	50
2026.05.05	15:41:00	24322.70	24326.20	24317.70	24323.70	100	0	50
2026.05.05	15:42:00	24324.20	24331.20	24318.70	24326.20	98	0	50
2026.05.05	15:43:00	24325.70	24330.20	24321.20	24330.20	125	0	50
2026.05.05	15:44:00	24329.70	24332.20	24324.20	24327.20	112	0	50
2026.05.05	15:45:00	24327.70	24329.70	24313.20	24316.70	116	0	50
2026.05.05	15:46:00	24316.20	24323.70	24311.70	24316.70	109	0	50
2026.05.05	15:47:00	24316.20	24319.20	24311.70	24318.20	109	0	50
2026.05.05	15:48:00	24317.70	24322.70	24302.70	24312.20	130	0	50
2026.05.05	15:49:00	24312.70	24312.70	24303.70	24308.20	107	0	50
2026.05.05	15:50:00	24307.70	24312.70	24301.20	24309.70	126	0	50
2026.05.05	15:51:00	24309.20	24310.20	24302.70	24309.20	127	0	50
2026.05.05	15:52:00	24308.70	24315.70	24306.70	24307.20	108	0	50
2026.05.05	15:53:00	24306.70	24309.70	24300.70	24307.20	97	0	50
2026.05.05	15:54:00	24307.70	24314.20	24307.70	24311.20	69	0	50
2026.05.05	15:55:00	24311.70	24322.70	24311.20	24322.70	94	0	50
2026.05.05	15:56:00	24322.20	24328.70	24321.20	24328.70	92	0	50
2026.05.05	15:57:00	24327.70	24330.70	24325.70	24326.70	69	0	50
2026.05.05	15:58:00	24325.70	24330.20	24323.70	24325.70	87	0	50
2026.05.05	15:59:00	24326.20	24326.70	24321.70	24324.20	100	0	50
2026.05.05	16:00:00	24323.70	24331.70	24323.70	24329.20	99	0	50
2026.05.05	16:01:00	24328.70	24333.70	24319.20	24321.70	124	0	50
2026.05.05	16:02:00	24321.70	24327.20	24319.20	24325.70	108	0	50
2026.05.05	16:03:00	24325.20	24331.70	24322.20	24330.70	117	0	50
2026.05.05	16:04:00	24331.20	24337.70	24330.20	24330.70	133	0	50
2026.05.05	16:05:00	24331.20	24342.20	24331.20	24342.20	123	0	50
2026.05.05	16:06:00	24341.70	24348.70	24339.70	24346.70	121	0	50
2026.05.05	16:07:00	24346.20	24350.70	24341.20	24348.20	87	0	50
2026.05.05	16:08:00	24349.20	24368.20	24348.70	24363.20	108	0	50
2026.05.05	16:09:00	24362.70	24366.20	24345.20	24348.20	135	0	50
2026.05.05	16:10:00	24348.70	24355.20	24347.20	24353.20	88	0	50
2026.05.05	16:11:00	24354.20	24366.20	24354.20	24359.20	131	0	50
2026.05.05	16:12:00	24358.70	24362.20	24355.70	24357.70	133	0	50
2026.05.05	16:13:00	24358.20	24362.70	24358.20	24359.70	102	0	50
2026.05.05	16:14:00	24358.70	24360.70	24354.70	24355.70	105	0	50
2026.05.05	16:15:00	24356.20	24362.70	24354.70	24354.70	103	0	50
2026.05.05	16:16:00	24352.70	24360.70	24352.20	24358.20	115	0	50
2026.05.05	16:17:00	24359.20	24365.70	24357.20	24364.70	108	0	50
2026.05.05	16:18:00	24365.70	24365.70	24357.20	24357.70	100	0	50
2026.05.05	16:19:00	24357.20	24360.70	24354.20	24359.20	114	0	50
2026.05.05	16:20:00	24358.70	24359.70	24353.20	24355.20	96	0	50
2026.05.05	16:21:00	24355.70	24356.70	24347.70	24352.70	99	0	50
2026.05.05	16:22:00	24353.70	24354.20	24343.20	24345.70	108	0	50
2026.05.05	16:23:00	24344.70	24354.20	24343.70	24347.70	108	0	50
2026.05.05	16:24:00	24348.20	24350.20	24342.20	24342.20	102	0	50
2026.05.05	16:25:00	24343.20	24346.20	24339.70	24340.20	114	0	50
2026.05.05	16:26:00	24339.70	24342.70	24333.70	24333.70	115	0	50
2026.05.05	16:27:00	24334.20	24341.20	24334.20	24341.20	105	0	50
2026.05.05	16:28:00	24341.70	24341.70	24332.70	24339.70	119	0	50
2026.05.05	16:29:00	24340.20	24344.70	24337.70	24341.70	132	0	50
2026.05.05	16:30:00	24345.20	24345.20	24320.20	24320.20	197	0	50
2026.05.05	16:31:00	24318.70	24327.70	24312.70	24327.20	189	0	50
2026.05.05	16:32:00	24326.70	24328.70	24309.70	24310.70	177	0	50
2026.05.05	16:33:00	24310.20	24315.20	24307.20	24311.20	165	0	50
2026.05.05	16:34:00	24311.70	24314.20	24306.20	24311.20	130	0	50
2026.05.05	16:35:00	24310.70	24310.70	24299.20	24303.20	130	0	50
2026.05.05	16:36:00	24302.70	24307.70	24295.70	24297.20	149	0	50
2026.05.05	16:37:00	24296.70	24298.70	24288.70	24290.70	130	0	50
2026.05.05	16:38:00	24289.20	24290.20	24275.70	24279.20	154	0	50
2026.05.05	16:39:00	24278.20	24287.20	24278.20	24279.70	146	0	50
2026.05.05	16:40:00	24280.70	24287.70	24277.70	24283.70	150	0	50
2026.05.05	16:41:00	24283.20	24292.20	24281.70	24289.20	167	0	50
2026.05.05	16:42:00	24289.70	24292.20	24284.70	24284.70	158	0	50
2026.05.05	16:43:00	24285.20	24291.20	24267.20	24270.70	133	0	50
2026.05.05	16:44:00	24271.20	24285.20	24269.20	24285.20	120	0	50
2026.05.05	16:45:00	24284.70	24297.70	24284.20	24293.20	174	0	50
2026.05.05	16:46:00	24292.70	24300.70	24292.70	24299.20	140	0	50
2026.05.05	16:47:00	24298.70	24312.70	24295.70	24312.70	145	0	50
2026.05.05	16:48:00	24312.20	24312.70	24304.70	24305.70	135	0	50
2026.05.05	16:49:00	24306.20	24316.70	24303.70	24304.70	153	0	50
2026.05.05	16:50:00	24304.20	24326.70	24302.70	24323.20	153	0	50
2026.05.05	16:51:00	24323.70	24325.20	24308.20	24308.70	165	0	50
2026.05.05	16:52:00	24308.20	24310.20	24297.70	24297.70	137	0	50
2026.05.05	16:53:00	24298.20	24308.70	24297.20	24306.20	146	0	50
2026.05.05	16:54:00	24306.70	24308.20	24301.20	24303.20	140	0	50
2026.05.05	16:55:00	24303.70	24308.20	24297.70	24302.20	109	0	50
2026.05.05	16:56:00	24301.70	24310.20	24297.20	24300.70	163	0	50
2026.05.05	16:57:00	24300.20	24306.70	24298.70	24298.70	109	0	50
2026.05.05	16:58:00	24299.20	24304.20	24296.20	24302.70	59	0	50
2026.05.05	16:59:00	24302.20	24302.20	24294.20	24297.70	90	0	50
2026.05.05	17:00:00	24298.70	24301.70	24280.70	24288.70	144	0	50
2026.05.05	17:01:00	24289.20	24300.70	24289.20	24294.70	111	0	50
2026.05.05	17:02:00	24295.20	24296.20	24285.70	24286.20	124	0	50
2026.05.05	17:03:00	24287.20	24291.70	24283.70	24289.20	130	0	50
2026.05.05	17:04:00	24292.70	24299.20	24292.70	24295.20	151	0	50
2026.05.05	17:05:00	24295.70	24295.70	24288.20	24290.70	142	0	50
2026.05.05	17:06:00	24291.20	24301.70	24291.20	24301.70	101	0	50
2026.05.05	17:07:00	24301.20	24306.20	24291.20	24303.70	189	0	50
2026.05.05	17:08:00	24304.20	24334.20	24301.70	24325.20	183	0	50
2026.05.05	17:09:00	24324.70	24335.20	24324.70	24329.20	174	0	50
2026.05.05	17:10:00	24329.70	24338.20	24314.70	24315.70	172	0	50
2026.05.05	17:11:00	24316.70	24320.70	24308.70	24319.70	143	0	50
2026.05.05	17:12:00	24318.70	24327.70	24318.70	24320.70	136	0	50
2026.05.05	17:13:00	24320.20	24323.70	24264.20	24282.20	207	0	50
2026.05.05	17:14:00	24277.20	24282.70	24250.20	24272.20	232	0	50
2026.05.05	17:15:00	24272.70	24274.70	24241.70	24263.20	231	0	50
2026.05.05	17:16:00	24263.70	24267.20	24242.70	24267.20	213	0	50
2026.05.05	17:17:00	24266.70	24278.20	24253.20	24275.70	198	0	50
2026.05.05	17:18:00	24276.20	24276.20	24223.20	24249.20	215	0	50
2026.05.05	17:19:00	24248.70	24251.20	24241.20	24247.20	189	0	50
2026.05.05	17:20:00	24246.70	24246.70	24236.20	24238.70	187	0	50
2026.05.05	17:21:00	24239.20	24249.20	24235.70	24249.20	173	0	50
2026.05.05	17:22:00	24248.20	24274.70	24243.20	24272.70	179	0	50
2026.05.05	17:23:00	24273.20	24280.70	24263.70	24267.20	169	0	50
2026.05.05	17:24:00	24267.70	24286.20	24267.70	24284.70	136	0	50
2026.05.05	17:25:00	24284.20	24297.70	24280.70	24286.20	186	0	50
2026.05.05	17:26:00	24285.20	24294.20	24283.20	24286.20	159	0	50
2026.05.05	17:27:00	24285.70	24291.20	24283.70	24289.20	168	0	50
2026.05.05	17:28:00	24288.70	24293.70	24283.70	24291.20	167	0	50
2026.05.05	17:29:00	24290.70	24292.70	24272.70	24273.70	145	0	50
2026.05.05	17:30:00	24272.20	24274.70	24263.20	24264.20	158	0	50
2026.05.05	17:31:00	24263.70	24263.70	24248.70	24252.20	148	0	50
2026.05.05	17:32:00	24252.70	24258.70	24247.20	24258.20	138	0	50
2026.05.05	17:33:00	24257.20	24262.70	24250.70	24253.70	147	0	50
2026.05.05	17:34:00	24254.20	24264.20	24250.70	24259.20	156	0	50
2026.05.05	17:35:00	24258.70	24262.70	24253.70	24258.70	149	0	50
2026.05.05	17:36:00	24259.20	24267.20	24258.70	24263.70	144	0	50
2026.05.05	17:37:00	24261.70	24266.20	24256.20	24265.70	143	0	50
2026.05.05	17:38:00	24265.20	24272.70	24262.70	24271.70	132	0	50
2026.05.05	17:39:00	24272.70	24276.70	24264.70	24273.70	123	0	50
2026.05.05	17:40:00	24273.20	24282.20	24272.20	24276.20	168	0	50
2026.05.05	17:41:00	24276.70	24284.70	24274.70	24282.20	140	0	50
2026.05.05	17:42:00	24282.70	24288.70	24280.70	24284.20	133	0	50
2026.05.05	17:43:00	24284.70	24294.70	24284.70	24292.70	133	0	50
2026.05.05	17:44:00	24293.20	24293.20	24285.70	24289.70	130	0	50
2026.05.05	17:45:00	24288.20	24292.20	24284.20	24286.20	145	0	50
2026.05.05	17:46:00	24285.70	24293.20	24285.70	24289.20	135	0	50
2026.05.05	17:47:00	24289.70	24294.20	24267.20	24277.20	120	0	50
2026.05.05	17:48:00	24275.70	24298.70	24269.20	24297.20	141	0	50
2026.05.05	17:49:00	24296.20	24296.20	24288.20	24294.70	134	0	50
2026.05.05	17:50:00	24294.20	24298.20	24288.20	24294.20	132	0	50
2026.05.05	17:51:00	24293.70	24298.70	24288.70	24291.70	148	0	50
2026.05.05	17:52:00	24292.20	24299.20	24290.20	24298.70	136	0	50
2026.05.05	17:53:00	24298.20	24301.70	24291.70	24299.70	124	0	50
2026.05.05	17:54:00	24300.20	24302.70	24293.70	24297.70	126	0	50
2026.05.05	17:55:00	24298.20	24310.70	24298.20	24306.20	110	0	50
2026.05.05	17:56:00	24306.70	24315.20	24305.70	24312.20	114	0	50
2026.05.05	17:57:00	24311.70	24312.20	24301.70	24303.70	96	0	50
2026.05.05	17:58:00	24304.20	24313.70	24303.20	24313.20	137	0	50
2026.05.05	17:59:00	24313.70	24326.20	24311.70	24325.70	123	0	50
2026.05.05	18:00:00	24325.20	24333.20	24321.20	24325.70	145	0	50
2026.05.05	18:01:00	24325.20	24336.20	24320.70	24334.70	153	0	50
2026.05.05	18:02:00	24335.20	24336.20	24326.70	24329.70	123	0	50
2026.05.05	18:03:00	24328.70	24336.20	24327.70	24336.20	133	0	50
2026.05.05	18:04:00	24335.70	24355.20	24333.20	24354.70	129	0	50
2026.05.05	18:05:00	24353.70	24356.70	24351.20	24354.20	134	0	50
2026.05.05	18:06:00	24354.70	24358.70	24351.20	24357.20	118	0	50
2026.05.05	18:07:00	24356.70	24359.70	24352.20	24354.70	118	0	50
2026.05.05	18:08:00	24354.20	24354.70	24348.70	24349.70	125	0	50
2026.05.05	18:09:00	24350.70	24358.70	24350.70	24351.70	92	0	50
2026.05.05	18:10:00	24351.20	24354.20	24346.70	24354.20	107	0	50
2026.05.05	18:11:00	24354.70	24366.20	24352.70	24364.70	109	0	50
2026.05.05	18:12:00	24364.20	24372.70	24363.70	24370.70	103	0	50
2026.05.05	18:13:00	24368.70	24374.20	24366.70	24370.20	111	0	50
2026.05.05	18:14:00	24370.70	24381.70	24365.70	24377.70	117	0	50
2026.05.05	18:15:00	24376.70	24386.70	24376.70	24383.70	111	0	50
2026.05.05	18:16:00	24384.20	24389.70	24378.70	24385.20	114	0	50
2026.05.05	18:17:00	24386.20	24391.70	24383.70	24384.70	137	0	50
2026.05.05	18:18:00	24383.70	24383.70	24376.70	24378.70	113	0	50
2026.05.05	18:19:00	24379.20	24385.20	24377.20	24378.70	119	0	50
2026.05.05	18:20:00	24377.70	24378.70	24367.70	24371.70	115	0	50
2026.05.05	18:21:00	24371.20	24388.20	24371.20	24387.70	105	0	50
2026.05.05	18:22:00	24388.70	24398.20	24387.70	24397.70	105	0	50
2026.05.05	18:23:00	24397.20	24398.70	24386.70	24393.70	92	0	50
2026.05.05	18:24:00	24394.70	24396.70	24380.70	24380.70	118	0	50
2026.05.05	18:25:00	24381.20	24383.70	24376.70	24381.70	105	0	50
2026.05.05	18:26:00	24382.20	24396.70	24378.70	24395.70	133	0	50
2026.05.05	18:27:00	24394.70	24402.20	24390.70	24391.20	99	0	50
2026.05.05	18:28:00	24390.70	24395.20	24388.70	24388.70	105	0	50
2026.05.05	18:29:00	24388.20	24396.70	24387.70	24395.70	129	0	50
2026.05.05	18:30:00	24394.70	24397.50	24382.00	24386.50	169	0	50
2026.05.05	18:31:00	24386.00	24394.50	24381.00	24385.50	136	0	80
2026.05.05	18:32:00	24384.50	24391.50	24380.50	24380.50	119	0	80
2026.05.05	18:33:00	24380.00	24386.50	24377.50	24382.50	113	0	80
2026.05.05	18:34:00	24383.50	24403.50	24382.50	24401.50	179	0	80
2026.05.05	18:35:00	24400.50	24416.50	24399.50	24408.50	166	0	80
2026.05.05	18:36:00	24409.00	24412.00	24405.50	24409.50	123	0	80
2026.05.05	18:37:00	24409.00	24412.00	24404.50	24406.00	109	0	80
2026.05.05	18:38:00	24406.50	24411.50	24403.50	24407.00	90	0	80
2026.05.05	18:39:00	24406.50	24419.50	24401.00	24418.50	140	0	80
2026.05.05	18:40:00	24419.50	24422.00	24415.00	24420.50	107	0	80
2026.05.05	18:41:00	24419.50	24429.50	24415.50	24428.00	102	0	80
2026.05.05	18:42:00	24428.00	24431.50	24423.00	24423.00	108	0	80
2026.05.05	18:43:00	24422.50	24428.50	24421.50	24425.50	105	0	80
2026.05.05	18:44:00	24426.00	24427.50	24412.50	24417.50	95	0	80
2026.05.05	18:45:00	24417.50	24427.00	24417.00	24424.00	102	0	80
2026.05.05	18:46:00	24423.50	24437.00	24423.50	24436.00	109	0	80
2026.05.05	18:47:00	24436.50	24439.00	24432.50	24432.50	92	0	80
2026.05.05	18:48:00	24430.50	24437.50	24428.50	24430.50	77	0	80
2026.05.05	18:49:00	24431.50	24437.00	24431.50	24435.00	72	0	80
2026.05.05	18:50:00	24435.50	24439.50	24430.50	24431.00	73	0	80
2026.05.05	18:51:00	24430.00	24436.00	24429.00	24429.00	64	0	80
2026.05.05	18:52:00	24429.50	24430.50	24421.50	24423.50	74	0	80
2026.05.05	18:53:00	24423.00	24423.50	24416.00	24417.50	83	0	80
2026.05.05	18:54:00	24417.00	24426.00	24416.50	24425.50	72	0	80
2026.05.05	18:55:00	24424.50	24425.00	24417.00	24421.50	96	0	80
2026.05.05	18:56:00	24422.00	24426.50	24418.00	24418.00	83	0	80
2026.05.05	18:57:00	24418.50	24419.50	24416.00	24418.50	81	0	80
2026.05.05	18:58:00	24419.00	24421.00	24416.00	24420.00	78	0	80
2026.05.05	18:59:00	24420.50	24423.00	24409.50	24412.00	94	0	80
2026.05.05	19:00:00	24411.50	24414.50	24398.50	24399.50	118	0	80
2026.05.05	19:01:00	24398.50	24404.50	24397.00	24402.50	95	0	80
2026.05.05	19:02:00	24403.50	24411.00	24401.00	24409.00	75	0	80
2026.05.05	19:03:00	24409.50	24409.50	24404.00	24405.00	54	0	80
2026.05.05	19:04:00	24404.50	24408.50	24402.50	24406.00	67	0	80
2026.05.05	19:05:00	24406.50	24410.50	24405.50	24409.00	61	0	80
2026.05.05	19:06:00	24409.50	24409.50	24401.50	24404.50	54	0	80
2026.05.05	19:07:00	24404.00	24408.00	24402.50	24406.50	50	0	80
2026.05.05	19:08:00	24406.00	24406.00	24404.00	24405.50	41	0	80
2026.05.05	19:09:00	24405.00	24412.50	24405.00	24408.50	57	0	80
2026.05.05	19:10:00	24409.00	24411.50	24405.50	24409.00	82	0	80
2026.05.05	19:11:00	24408.00	24409.00	24405.50	24407.00	48	0	80
2026.05.05	19:12:00	24406.50	24411.50	24405.50	24406.50	71	0	80
2026.05.05	19:13:00	24407.00	24410.00	24406.00	24406.50	49	0	80
2026.05.05	19:14:00	24407.50	24409.50	24405.50	24407.50	40	0	80
2026.05.05	19:15:00	24407.00	24408.00	24400.50	24402.50	66	0	80
2026.05.05	19:16:00	24402.00	24404.50	24398.00	24399.50	42	0	80
2026.05.05	19:17:00	24399.00	24402.50	24398.50	24399.50	60	0	80
2026.05.05	19:18:00	24401.00	24402.50	24400.00	24402.00	60	0	80
2026.05.05	19:19:00	24403.50	24404.00	24401.00	24402.50	50	0	80
2026.05.05	19:20:00	24403.50	24408.50	24401.50	24405.00	60	0	80
2026.05.05	19:21:00	24405.50	24407.50	24402.50	24404.50	62	0	80
2026.05.05	19:22:00	24404.00	24404.50	24402.50	24403.50	37	0	80
2026.05.05	19:23:00	24403.00	24403.50	24399.50	24402.00	71	0	80
2026.05.05	19:24:00	24401.50	24403.50	24399.00	24399.00	58	0	80
2026.05.05	19:25:00	24399.50	24402.50	24398.50	24398.50	48	0	80
2026.05.05	19:26:00	24398.00	24405.50	24397.50	24404.50	50	0	80
2026.05.05	19:27:00	24405.00	24405.00	24394.50	24397.00	90	0	80
2026.05.05	19:28:00	24396.50	24403.50	24392.50	24401.50	84	0	80
2026.05.05	19:29:00	24401.00	24404.50	24400.00	24402.00	51	0	80
2026.05.05	19:30:00	24402.50	24403.50	24395.00	24397.50	73	0	80
2026.05.05	19:31:00	24397.00	24398.00	24394.00	24395.50	74	0	80
2026.05.05	19:32:00	24395.00	24397.50	24392.00	24396.00	70	0	80
2026.05.05	19:33:00	24395.50	24396.00	24389.00	24390.50	62	0	80
2026.05.05	19:34:00	24390.00	24394.00	24388.50	24394.00	46	0	80
2026.05.05	19:35:00	24393.50	24397.00	24392.50	24396.50	62	0	80
2026.05.05	19:36:00	24396.00	24398.50	24394.00	24396.00	74	0	80
2026.05.05	19:37:00	24396.50	24397.50	24392.50	24392.50	69	0	80
2026.05.05	19:38:00	24393.00	24393.50	24387.00	24389.50	54	0	80
2026.05.05	19:39:00	24389.00	24391.50	24385.50	24385.50	50	0	80
2026.05.05	19:40:00	24384.50	24388.50	24384.50	24385.00	84	0	80
2026.05.05	19:41:00	24384.50	24389.00	24383.50	24387.50	97	0	80
2026.05.05	19:42:00	24388.00	24388.50	24380.50	24381.00	58	0	80
2026.05.05	19:43:00	24381.50	24383.00	24380.50	24383.00	39	0	80
2026.05.05	19:44:00	24383.50	24391.00	24383.50	24389.50	51	0	80
2026.05.05	19:45:00	24389.00	24391.00	24385.00	24391.00	46	0	80
2026.05.05	19:46:00	24390.50	24395.00	24389.50	24394.50	65	0	80
2026.05.05	19:47:00	24395.00	24396.50	24394.00	24395.50	53	0	80
2026.05.05	19:48:00	24396.50	24396.50	24394.00	24395.50	33	0	80
2026.05.05	19:49:00	24396.00	24396.00	24390.00	24391.50	36	0	80
2026.05.05	19:50:00	24391.00	24393.50	24389.50	24391.50	44	0	80
2026.05.05	19:51:00	24392.00	24392.50	24389.00	24391.50	46	0	80
2026.05.05	19:52:00	24392.50	24392.50	24391.00	24391.50	30	0	80
2026.05.05	19:53:00	24392.00	24392.50	24383.50	24384.50	42	0	80
2026.05.05	19:54:00	24384.00	24386.00	24383.50	24385.00	52	0	80
2026.05.05	19:55:00	24385.50	24388.50	24383.00	24388.00	57	0	80
2026.05.05	19:56:00	24388.50	24389.50	24382.00	24384.50	67	0	80
2026.05.05	19:57:00	24385.00	24385.50	24383.00	24385.00	55	0	80
2026.05.05	19:58:00	24385.50	24386.00	24381.00	24381.50	32	0	80
2026.05.05	19:59:00	24381.00	24382.50	24378.50	24381.50	52	0	80
2026.05.05	20:00:00	24381.00	24382.00	24378.50	24380.50	44	0	80
2026.05.05	20:01:00	24380.00	24381.50	24378.00	24380.00	52	0	80
2026.05.05	20:02:00	24381.00	24382.50	24377.50	24380.50	46	0	80
2026.05.05	20:03:00	24381.00	24385.00	24379.00	24384.50	37	0	80
2026.05.05	20:04:00	24384.00	24386.50	24383.50	24383.50	24	0	80
2026.05.05	20:05:00	24383.00	24385.50	24382.50	24385.50	46	0	80
2026.05.05	20:06:00	24386.50	24387.00	24382.00	24382.00	56	0	80
2026.05.05	20:07:00	24381.50	24383.00	24377.50	24378.00	39	0	80
2026.05.05	20:08:00	24377.50	24379.50	24376.00	24376.00	36	0	80
2026.05.05	20:09:00	24375.50	24377.00	24374.00	24377.00	32	0	80
2026.05.05	20:10:00	24376.50	24376.50	24372.50	24373.50	45	0	80
2026.05.05	20:11:00	24372.50	24378.00	24372.50	24377.50	36	0	80
