<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.16	16:52:00	2624.75	2625.25	2624.00	2624.75	34	0	50
2025.09.16	16:53:00	2624.50	2625.00	2624.25	2624.75	40	0	50
2025.09.16	16:54:00	2624.50	2625.00	2624.25	2624.75	38	0	50
2025.09.16	16:55:00	2625.00	2625.50	2625.00	2625.25	36	0	50
2025.09.16	16:56:00	2625.00	2626.50	2625.00	2626.25	22	0	25
2025.09.16	16:57:00	2626.00	2626.50	2625.25	2625.25	44	0	25
2025.09.16	16:58:00	2625.50	2626.75	2625.50	2626.50	29	0	25
2025.09.16	16:59:00	2626.75	2627.00	2626.25	2626.50	22	0	25
2025.09.16	17:00:00	2626.25	2626.25	2624.25	2624.25	48	0	50
2025.09.16	17:01:00	2624.25	2624.50	2622.75	2622.75	34	0	50
2025.09.16	17:02:00	2623.00	2623.00	2622.00	2622.25	40	0	50
2025.09.16	17:03:00	2622.25	2624.25	2621.75	2624.25	51	0	50
2025.09.16	17:04:00	2624.00	2624.25	2623.00	2623.00	35	0	50
2025.09.16	17:05:00	2623.00	2624.25	2623.00	2623.25	37	0	50
2025.09.16	17:06:00	2623.25	2625.75	2623.25	2625.25	39	0	50
2025.09.16	17:07:00	2625.00	2625.75	2623.75	2625.50	42	0	50
2025.09.16	17:08:00	2625.25	2625.50	2623.75	2624.00	55	0	50
2025.09.16	17:09:00	2623.75	2623.75	2622.75	2623.00	46	0	50
2025.09.16	17:10:00	2623.00	2623.25	2622.50	2622.75	50	0	50
2025.09.16	17:11:00	2623.00	2623.25	2622.00	2622.50	37	0	50
2025.09.16	17:12:00	2622.25	2622.75	2622.00	2622.25	37	0	50
2025.09.16	17:13:00	2622.50	2623.25	2622.25	2623.00	27	0	50
2025.09.16	17:14:00	2623.25	2624.00	2622.50	2623.00	30	0	50
2025.09.16	17:15:00	2623.25	2624.00	2623.00	2623.75	25	0	50
2025.09.16	17:16:00	2624.00	2625.00	2623.75	2623.75	48	0	50
2025.09.16	17:17:00	2623.75	2624.50	2623.75	2624.00	30	0	50
2025.09.16	17:18:00	2623.75	2624.50	2623.50	2623.75	33	0	50
2025.09.16	17:19:00	2624.00	2624.25	2623.50	2624.00	33	0	50
2025.09.17	10:00:00	2623.00	2625.75	2622.75	2624.75	69	0	75
2025.09.17	10:01:00	2624.25	2626.25	2623.25	2623.75	68	0	50
2025.09.17	10:02:00	2623.50	2624.50	2622.00	2624.50	59	0	50
2025.09.17	10:03:00	2624.50	2625.00	2623.75	2624.50	43	0	50
2025.09.17	10:04:00	2624.25	2626.00	2623.50	2626.00	48	0	50
2025.09.17	10:05:00	2626.00	2626.75	2626.00	2626.00	38	0	50
2025.09.17	10:06:00	2625.50	2625.75	2622.00	2622.25	42	0	50
2025.09.17	10:07:00	2622.00	2622.25	2620.75	2621.25	31	0	50
2025.09.17	10:08:00	2621.00	2622.50	2620.75	2622.00	25	0	50
2025.09.17	10:09:00	2622.00	2624.25	2622.00	2624.25	27	0	50
2025.09.17	10:10:00	2624.50	2625.25	2623.50	2625.25	33	0	50
2025.09.17	10:11:00	2625.00	2625.00	2622.50	2622.50	32	0	50
2025.09.17	10:12:00	2622.00	2622.25	2620.25	2620.50	25	0	50
2025.09.17	10:13:00	2620.75	2621.50	2620.00	2621.25	27	0	50
2025.09.17	10:14:00	2621.00	2621.00	2620.25	2620.75	20	0	50
2025.09.17	10:15:00	2620.50	2620.75	2619.75	2620.50	35	0	50
2025.09.17	10:16:00	2620.25	2620.75	2619.50	2620.75	13	0	50
2025.09.17	10:17:00	2620.50	2623.25	2620.25	2623.00	36	0	50
2025.09.17	10:18:00	2623.00	2624.25	2623.00	2624.00	24	0	50
2025.09.17	10:19:00	2623.50	2624.00	2623.00	2623.25	39	0	50
2025.09.17	10:20:00	2623.00	2623.25	2622.00	2622.75	41	0	50
2025.09.17	10:21:00	2623.00	2623.75	2622.50	2623.75	39	0	50
2025.09.17	10:22:00	2623.75	2624.25	2623.50	2623.75	33	0	50
2025.09.17	10:23:00	2623.50	2624.50	2623.25	2624.00	33	0	50
2025.09.17	10:24:00	2623.75	2624.50	2623.75	2624.25	21	0	50
2025.09.17	10:25:00	2624.25	2625.00	2623.75	2624.25	51	0	50
2025.09.17	10:26:00	2624.25	2624.50	2623.75	2624.25	39	0	50
2025.09.17	10:27:00	2624.00	2624.50	2623.75	2624.00	33	0	50
2025.09.17	10:28:00	2624.00	2625.25	2623.75	2625.00	52	0	50
2025.09.17	10:29:00	2625.25	2625.50	2624.75	2625.25	39	0	50
2025.09.17	10:30:00	2625.00	2625.50	2624.50	2625.25	41	0	50
2025.09.17	10:31:00	2625.50	2625.50	2623.75	2623.75	52	0	50
2025.09.17	10:32:00	2623.75	2624.00	2623.25	2623.25	23	0	50
2025.09.17	10:33:00	2623.50	2624.25	2623.00	2624.00	19	0	50
2025.09.17	10:34:00	2623.75	2626.00	2623.50	2625.75	37	0	25
2025.09.17	10:35:00	2625.50	2626.25	2625.25	2625.50	46	0	25
2025.09.17	10:36:00	2625.50	2626.50	2625.25	2626.50	33	0	50
2025.09.17	10:37:00	2626.50	2628.00	2626.50	2628.00	27	0	25
2025.09.17	10:38:00	2628.00	2628.75	2626.00	2626.25	54	0	25
2025.09.17	10:39:00	2626.25	2627.25	2625.50	2627.00	44	0	25
2025.09.17	10:40:00	2627.25	2627.50	2626.50	2627.00	31	0	25
2025.09.17	10:41:00	2627.00	2627.00	2626.00	2626.50	42	0	50
2025.09.17	10:42:00	2626.50	2626.75	2625.50	2626.00	41	0	50
2025.09.17	10:43:00	2626.25	2626.50	2625.25	2626.25	40	0	50
2025.09.17	10:44:00	2626.50	2627.75	2626.25	2627.75	34	0	50
2025.09.17	10:45:00	2627.50	2627.75	2627.25	2627.50	43	0	50
2025.09.17	10:46:00	2627.75	2627.75	2626.00	2627.00	28	0	50
2025.09.17	10:47:00	2627.00	2628.25	2627.00	2628.25	50	0	50
2025.09.17	10:48:00	2628.00	2628.50	2627.50	2627.75	27	0	50
2025.09.17	10:49:00	2627.50	2628.00	2627.25	2627.25	30	0	50
2025.09.17	10:50:00	2627.25	2627.50	2626.50	2626.50	31	0	50
2025.09.17	10:51:00	2626.25	2626.75	2626.25	2626.50	36	0	25
2025.09.17	10:52:00	2626.25	2626.75	2625.25	2626.75	41	0	25
2025.09.17	10:53:00	2626.50	2627.00	2626.25	2626.75	18	0	25
2025.09.17	10:54:00	2627.00	2627.00	2626.50	2626.75	30	0	25
2025.09.17	10:55:00	2626.50	2626.75	2625.75	2626.50	27	0	25
2025.09.17	10:56:00	2626.25	2626.25	2625.00	2625.00	14	0	25
2025.09.17	10:57:00	2625.00	2625.75	2624.75	2625.50	37	0	25
2025.09.17	10:58:00	2625.50	2626.25	2625.25	2625.75	18	0	25
2025.09.17	10:59:00	2625.50	2626.00	2625.25	2625.50	37	0	25
2025.09.17	11:00:00	2625.50	2625.75	2625.00	2625.00	27	0	25
2025.09.17	11:01:00	2625.25	2625.50	2624.25	2624.75	33	0	25
2025.09.17	11:02:00	2624.75	2625.00	2624.25	2624.50	14	0	25
2025.09.17	11:03:00	2624.75	2624.75	2624.25	2624.50	20	0	25
2025.09.17	11:04:00	2624.50	2624.75	2624.25	2624.25	20	0	25
2025.09.17	11:05:00	2624.00	2626.00	2624.00	2625.50	37	0	25
2025.09.17	11:06:00	2625.50	2626.00	2625.00	2625.25	38	0	25
2025.09.17	11:07:00	2625.25	2625.75	2624.75	2624.75	17	0	25
2025.09.17	11:08:00	2625.00	2625.75	2625.00	2625.00	19	0	25
2025.09.17	11:09:00	2625.00	2625.25	2624.50	2624.75	24	0	25
2025.09.17	11:10:00	2625.00	2625.25	2624.25	2624.75	16	0	25
2025.09.17	11:11:00	2624.75	2625.25	2624.00	2625.25	17	0	25
2025.09.17	11:12:00	2625.00	2625.25	2624.25	2624.50	15	0	25
2025.09.17	11:13:00	2624.75	2625.00	2624.50	2624.75	17	0	50
2025.09.17	11:14:00	2624.50	2624.75	2624.25	2624.50	23	0	50
2025.09.17	11:15:00	2624.25	2624.75	2624.25	2624.50	24	0	50
2025.09.17	11:16:00	2624.25	2624.75	2624.25	2624.50	14	0	50
2025.09.17	11:17:00	2624.25	2624.75	2624.25	2624.50	14	0	50
2025.09.17	11:18:00	2624.75	2625.50	2624.50	2625.25	17	0	50
2025.09.17	11:19:00	2625.25	2625.25	2624.50	2625.00	22	0	50
2025.09.17	11:20:00	2624.75	2625.00	2624.50	2624.75	15	0	50
2025.09.17	11:21:00	2625.00	2625.00	2624.50	2624.75	12	0	50
2025.09.17	11:22:00	2624.50	2624.75	2624.00	2624.25	16	0	50
2025.09.17	11:23:00	2624.50	2624.75	2624.25	2624.75	10	0	50
2025.09.17	11:24:00	2625.00	2625.25	2624.25	2624.25	24	0	50
2025.09.17	11:25:00	2624.00	2625.25	2623.75	2625.25	14	0	50
2025.09.17	11:26:00	2625.00	2625.50	2624.75	2624.75	10	0	50
2025.09.17	11:27:00	2624.50	2625.00	2624.25	2624.75	18	0	25
2025.09.17	11:28:00	2624.50	2624.75	2624.00	2624.75	15	0	25
2025.09.17	11:29:00	2625.00	2625.25	2624.50	2624.50	13	0	25
2025.09.17	11:30:00	2624.25	2625.25	2624.25	2625.25	13	0	25
2025.09.17	11:31:00	2625.25	2625.50	2624.25	2624.50	26	0	50
2025.09.17	11:32:00	2624.75	2626.50	2624.75	2626.25	29	0	50
2025.09.17	11:33:00	2626.50	2627.50	2626.50	2627.25	20	0	50
2025.09.17	11:34:00	2627.25	2627.50	2626.00	2627.00	40	0	50
2025.09.17	11:35:00	2627.00	2627.25	2626.25	2626.25	24	0	50
2025.09.17	11:36:00	2626.25	2626.25	2624.75	2625.25	36	0	50
2025.09.17	11:37:00	2625.00	2625.25	2624.50	2624.75	37	0	50
2025.09.17	11:38:00	2624.25	2624.75	2623.50	2624.00	55	0	50
2025.09.17	11:39:00	2624.00	2624.25	2623.50	2624.25	34	0	50
2025.09.17	11:40:00	2624.00	2625.00	2624.00	2624.50	26	0	50
2025.09.17	11:41:00	2624.50	2624.75	2624.00	2624.00	13	0	50
2025.09.17	11:42:00	2623.75	2623.75	2622.50	2622.75	42	0	50
2025.09.17	11:43:00	2622.25	2622.50	2621.00	2622.25	41	0	50
2025.09.17	11:44:00	2622.50	2623.00	2622.25	2622.75	14	0	50
2025.09.17	11:45:00	2622.50	2623.50	2622.50	2623.25	18	0	50
2025.09.17	11:46:00	2623.50	2625.00	2623.25	2624.75	30	0	50
2025.09.17	11:47:00	2625.00	2625.00	2624.25	2624.50	35	0	50
2025.09.17	11:48:00	2624.25	2624.75	2624.25	2624.25	23	0	25
2025.09.17	11:49:00	2624.00	2624.00	2623.00	2623.50	21	0	25
2025.09.17	11:50:00	2623.75	2624.25	2623.50	2623.75	12	0	25
2025.09.17	11:51:00	2624.00	2624.25	2623.50	2624.00	23	0	25
2025.09.17	11:52:00	2623.75	2624.00	2623.75	2623.75	19	0	50
2025.09.17	11:53:00	2623.75	2624.00	2623.50	2624.00	12	0	25
2025.09.17	11:54:00	2623.75	2624.25	2623.75	2624.00	12	0	25
2025.09.17	11:55:00	2624.25	2624.50	2624.00	2624.50	10	0	25
2025.09.17	11:56:00	2624.50	2624.50	2623.50	2624.00	13	0	25
2025.09.17	11:57:00	2624.25	2625.00	2624.25	2624.75	7	0	50
2025.09.17	11:58:00	2625.00	2625.50	2625.00	2625.50	11	0	50
2025.09.17	11:59:00	2625.75	2625.75	2625.00	2625.00	16	0	50
2025.09.17	12:00:00	2625.00	2625.25	2624.00	2624.00	25	0	50
2025.09.17	12:01:00	2623.75	2623.75	2623.00	2623.00	12	0	50
2025.09.17	12:02:00	2623.00	2623.25	2621.50	2621.75	30	0	50
2025.09.17	12:03:00	2621.50	2622.00	2621.25	2621.50	29	0	50
2025.09.17	12:04:00	2621.50	2622.00	2621.25	2622.00	21	0	50
2025.09.17	12:05:00	2621.75	2622.50	2621.50	2622.50	16	0	50
2025.09.17	12:06:00	2622.75	2623.00	2622.25	2622.50	18	0	50
2025.09.17	12:07:00	2622.25	2624.50	2622.25	2624.50	21	0	50
2025.09.17	12:08:00	2624.50	2625.00	2624.25	2624.50	10	0	50
2025.09.17	12:09:00	2624.25	2624.25	2623.75	2624.00	20	0	50
2025.09.17	12:10:00	2624.00	2624.50	2623.50	2623.75	24	0	50
2025.09.17	12:11:00	2623.50	2624.75	2623.50	2624.50	29	0	50
2025.09.17	12:12:00	2624.25	2625.25	2624.25	2624.50	26	0	50
2025.09.17	12:13:00	2624.75	2624.75	2623.75	2624.25	19	0	25
2025.09.17	12:14:00	2624.00	2624.25	2623.50	2623.75	20	0	25
2025.09.17	12:15:00	2623.25	2624.00	2623.25	2623.50	20	0	50
2025.09.17	12:16:00	2623.25	2623.50	2622.00	2622.00	22	0	50
2025.09.17	12:17:00	2621.75	2622.75	2621.50	2622.75	39	0	25
2025.09.17	12:18:00	2622.50	2622.50	2622.00	2622.50	15	0	50
2025.09.17	12:19:00	2622.25	2623.25	2622.25	2623.25	15	0	50
2025.09.17	12:20:00	2623.50	2624.50	2623.25	2624.50	29	0	50
2025.09.17	12:21:00	2624.75	2624.75	2623.75	2624.00	5	0	50
2025.09.17	12:22:00	2624.00	2624.00	2623.50	2623.50	9	0	50
2025.09.17	12:23:00	2623.75	2624.00	2623.50	2623.75	13	0	50
2025.09.17	12:24:00	2623.75	2625.00	2623.50	2624.75	29	0	50
2025.09.17	12:25:00	2624.75	2625.00	2624.50	2625.00	20	0	50
2025.09.17	12:26:00	2625.00	2626.00	2625.00	2625.25	24	0	50
2025.09.17	12:27:00	2625.50	2625.50	2625.00	2625.00	15	0	50
2025.09.17	12:28:00	2625.00	2625.25	2625.00	2625.25	8	0	50
2025.09.17	12:29:00	2625.00	2625.25	2624.75	2624.75	10	0	50
2025.09.17	12:30:00	2625.00	2625.00	2624.00	2624.25	14	0	50
2025.09.17	12:31:00	2624.00	2624.25	2623.00	2623.25	16	0	50
2025.09.17	12:32:00	2623.00	2624.25	2623.00	2624.25	24	0	50
2025.09.17	12:33:00	2624.00	2624.25	2623.75	2624.00	17	0	50
2025.09.17	12:34:00	2623.75	2624.00	2623.00	2623.25	25	0	50
2025.09.17	12:35:00	2623.00	2623.50	2622.75	2623.25	22	0	50
2025.09.17	12:36:00	2623.00	2623.50	2623.00	2623.25	18	0	50
2025.09.17	12:37:00	2623.00	2623.25	2622.25	2622.25	15	0	50
2025.09.17	12:38:00	2622.50	2623.00	2622.25	2622.75	12	0	50
2025.09.17	12:39:00	2622.75	2623.50	2622.75	2623.25	9	0	50
2025.09.17	12:40:00	2623.50	2624.75	2623.50	2624.50	25	0	50
2025.09.17	12:41:00	2624.50	2625.50	2624.50	2625.00	25	0	50
2025.09.17	12:42:00	2624.75	2625.00	2624.25	2624.50	14	0	50
2025.09.17	12:43:00	2624.50	2624.50	2623.75	2624.00	9	0	50
2025.09.17	12:44:00	2623.75	2623.75	2623.25	2623.25	21	0	50
2025.09.17	12:45:00	2623.50	2623.50	2622.75	2623.00	27	0	50
2025.09.17	12:46:00	2622.75	2623.50	2622.75	2623.50	16	0	50
2025.09.17	12:47:00	2623.50	2624.00	2623.50	2623.50	19	0	50
2025.09.17	12:48:00	2623.75	2623.75	2623.00	2623.00	16	0	50
2025.09.17	12:49:00	2622.75	2623.00	2622.50	2623.00	12	0	50
2025.09.17	12:50:00	2622.75	2623.00	2622.50	2623.00	14	0	50
2025.09.17	12:51:00	2622.75	2623.25	2622.75	2623.00	20	0	50
2025.09.17	12:52:00	2622.75	2623.00	2622.25	2622.50	12	0	50
2025.09.17	12:53:00	2622.75	2623.75	2622.75	2623.50	26	0	50
2025.09.17	12:54:00	2623.75	2623.75	2623.50	2623.50	6	0	50
2025.09.17	12:55:00	2623.75	2623.75	2623.25	2623.50	6	0	50
2025.09.17	12:56:00	2623.50	2623.75	2623.00	2623.25	22	0	50
2025.09.17	12:57:00	2623.00	2623.25	2622.75	2622.75	8	0	50
2025.09.17	12:58:00	2622.75	2623.00	2622.25	2622.50	20	0	50
2025.09.17	12:59:00	2622.50	2623.00	2622.50	2623.00	17	0	50
2025.09.17	13:00:00	2622.75	2622.75	2621.75	2622.25	35	0	25
2025.09.17	13:01:00	2622.25	2623.00	2621.75	2623.00	23	0	25
2025.09.17	13:02:00	2623.25	2623.50	2622.50	2622.75	17	0	50
2025.09.17	13:03:00	2622.50	2622.75	2622.50	2622.75	18	0	50
2025.09.17	13:04:00	2622.50	2623.00	2622.25	2622.75	18	0	50
2025.09.17	13:05:00	2622.50	2623.25	2622.50	2623.25	14	0	50
2025.09.17	13:06:00	2623.50	2623.75	2623.50	2623.75	24	0	50
2025.09.17	13:07:00	2623.75	2624.00	2623.25	2623.25	13	0	25
2025.09.17	13:08:00	2623.25	2623.50	2623.00	2623.25	13	0	25
2025.09.17	13:09:00	2623.25	2624.00	2623.25	2623.75	16	0	25
2025.09.17	13:10:00	2624.00	2624.50	2623.75	2624.50	13	0	25
2025.09.17	13:11:00	2624.25	2624.75	2624.25	2624.75	7	0	50
2025.09.17	13:12:00	2624.75	2624.75	2623.75	2624.00	23	0	25
2025.09.17	13:13:00	2623.75	2624.00	2623.50	2624.00	14	0	25
2025.09.17	13:14:00	2624.00	2624.50	2623.75	2624.25	12	0	50
2025.09.17	13:15:00	2624.00	2624.75	2624.00	2624.50	8	0	50
2025.09.17	13:16:00	2624.50	2625.25	2624.50	2625.00	17	0	50
2025.09.17	13:17:00	2625.25	2625.75	2625.00	2625.75	13	0	50
2025.09.17	13:18:00	2625.75	2626.00	2625.25	2626.00	22	0	50
2025.09.17	13:19:00	2626.00	2626.25	2625.75	2626.00	5	0	50
2025.09.17	13:20:00	2626.25	2626.75	2626.00	2626.75	13	0	50
2025.09.17	13:21:00	2627.00	2627.00	2626.75	2626.75	8	0	50
2025.09.17	13:22:00	2627.00	2627.00	2626.75	2626.75	12	0	50
2025.09.17	13:23:00	2626.75	2627.25	2626.75	2627.25	7	0	50
2025.09.17	13:24:00	2627.00	2627.00	2626.50	2627.00	9	0	50
2025.09.17	13:25:00	2627.25	2627.25	2626.50	2626.75	12	0	50
2025.09.17	13:26:00	2627.00	2627.00	2626.50	2626.75	12	0	50
2025.09.17	13:27:00	2626.50	2626.50	2626.25	2626.25	2	0	50
2025.09.17	13:28:00	2626.00	2626.25	2626.00	2626.00	7	0	50
2025.09.17	13:29:00	2625.75	2626.00	2625.50	2625.50	8	0	50
2025.09.17	13:30:00	2625.25	2625.25	2624.00	2624.75	17	0	50
2025.09.17	13:31:00	2625.00	2625.00	2624.25	2624.50	13	0	50
2025.09.17	13:32:00	2624.75	2624.75	2624.00	2624.00	12	0	50
2025.09.17	13:33:00	2623.75	2624.25	2623.50	2623.75	7	0	50
2025.09.17	13:34:00	2624.00	2624.25	2623.75	2624.25	8	0	50
